origin,destination,airline,duration_min,month,day_of_week,dep_hour,delayed
CDG,RAK,RAM,194,8,3,3,0
STN,RAK,RYR,221,6,6,20,1
CMN,LYS,RAM,155,1,5,14,0
CMN,FRA,RAM,182,6,4,12,1
RAK,MAD,RAM,133,6,1,7,1
CDG,CMN,RAM,181,4,0,19,1
RAK,FCO,RYR,189,11,1,10,1
FEZ,BRU,RAM,185,6,6,7,0
AGA,ORY,RAM,190,2,6,20,0
LHR,RAK,RAM,217,11,6,7,0
RAK,CDG,RYR,171,8,2,9,1
CMN,CDG,RAM,164,1,4,19,1
RAK,CMN,RAM,47,2,5,19,1
RAK,CDG,RYR,183,12,1,19,1
CMN,YUL,RAM,417,11,2,16,1
JFK,CMN,RAM,394,11,4,9,1
AGA,CDG,RAM,196,2,0,18,0
RAK,STN,RYR,208,3,4,18,0
MAD,CMN,RAM,128,12,0,19,0
RAK,CDG,RAM,161,12,2,22,0
AGA,CDG,RAM,190,7,5,5,1
JFK,CMN,RAM,446,9,3,8,0
RAK,BCN,RAM,142,9,6,22,1
CMN,MRS,RAM,155,12,5,4,1
CMN,LHR,RAM,178,10,4,16,1
CMN,LOS,RAM,340,5,2,18,0
AGA,ORY,RAM,165,8,0,14,1
CMN,AMS,RAM,189,7,6,18,1
AGA,STN,RYR,229,6,0,5,0
AGA,CDG,RAM,193,7,5,19,1
RAK,BCN,RAM,138,11,3,18,0
AGA,CMN,RAM,55,5,6,18,1
CMN,RAK,RAM,47,8,3,2,0
RAK,CDG,RYR,162,12,4,18,0
RAK,CDG,RYR,162,5,5,18,0
CMN,JFK,RAM,406,9,4,19,1
CMN,FEZ,RAM,53,3,5,9,0
CMN,RAK,RAM,44,11,0,6,1
AGA,STN,RYR,200,10,5,4,1
LHR,CMN,RAM,201,4,5,11,0
AGA,LHR,RAM,209,2,4,17,1
CMN,MRS,RAM,151,3,0,0,0
MAD,CMN,RAM,120,11,1,9,1
STN,AGA,RYR,240,7,5,7,0
AGA,CMN,RAM,59,9,5,12,0
LHR,CMN,RAM,180,7,0,22,1
MAD,CMN,RAM,134,11,1,7,1
CMN,AMS,RAM,203,7,0,13,1
AGA,CMN,RAM,51,11,2,14,1
CDG,AGA,RAM,201,5,0,1,1
CDG,AGA,RAM,199,2,3,19,1
RAK,BCN,RAM,130,5,1,8,0
ORY,RAK,RAM,186,8,0,14,0
JFK,CMN,RAM,397,11,4,23,0
CMN,MAD,RAM,111,5,1,19,0
FEZ,CDG,RAM,158,2,5,7,0
LHR,RAK,RAM,195,6,2,18,0
CMN,MRS,RAM,147,12,4,11,1
RAK,BCN,VLG,142,6,5,23,0
BCN,CMN,RAM,127,5,5,4,0
RAK,MAD,RAM,128,9,0,20,1
MAD,CMN,RAM,129,6,4,5,0
STN,AGA,RYR,219,9,4,11,1
CMN,IAD,RAM,428,3,6,6,0
RAK,LHR,RAM,197,7,3,20,1
AGA,STN,RYR,203,2,3,13,0
AGA,CDG,RAM,183,9,3,23,0
RAK,CDG,RAM,179,9,0,15,1
CMN,LHR,RAM,180,3,6,18,1
CMN,FEZ,RAM,48,2,3,18,0
CMN,CDG,RAM,176,6,5,6,0
AGA,ORY,RAM,171,10,5,19,1
CMN,AGA,RAM,55,4,5,10,0
CMN,YUL,RAM,421,8,2,16,1
CMN,LHR,RAM,184,3,5,6,0
CMN,GVA,RAM,190,8,3,21,1
CMN,YUL,RAM,457,4,3,22,1
RAK,LHR,RAM,203,6,3,6,1
RAK,ORY,RAM,178,9,2,7,0
AGA,ORY,RAM,190,8,1,16,0
RAK,CMN,RAM,45,6,0,20,1
LHR,RAK,RAM,201,5,6,12,0
AGA,STN,RYR,208,11,1,22,0
LHR,CMN,RAM,195,3,4,18,0
CMN,IAD,RAM,455,7,6,8,1
LHR,CMN,RAM,188,7,5,19,1
CDG,AGA,RAM,195,5,3,16,0
RAK,CMN,RAM,47,11,5,23,1
CMN,RAK,RAM,44,1,0,2,0
CMN,IAD,RAM,446,11,6,19,1
CMN,BRU,RAM,185,4,6,10,0
CMN,JFK,RAM,468,1,5,6,0
JFK,CMN,RAM,410,7,0,21,0
CMN,LHR,RAM,179,4,4,21,1
CMN,MAD,RAM,119,6,3,8,0
CMN,AMS,RAM,199,5,4,20,1
CMN,CDG,RAM,175,5,3,5,0
CDG,CMN,RAM,173,9,5,5,0
AGA,LHR,RAM,193,10,2,6,1
RAK,BCN,VLG,141,9,6,18,1
CMN,AGA,RAM,55,7,5,18,0
RAK,CDG,RAM,173,8,0,9,0
RAK,LHR,RAM,187,12,5,5,1
CMN,LHR,RAM,187,5,3,20,0
CMN,MAD,RAM,126,2,2,19,0
CDG,AGA,RAM,186,9,1,22,0
CMN,BRU,RAM,175,5,0,16,1
STN,AGA,RYR,233,5,2,18,1
AGA,LHR,RAM,185,12,3,19,0
AGA,STN,RYR,222,5,4,13,0
CDG,AGA,RAM,208,1,4,20,1
AGA,LHR,RAM,204,2,4,21,1
ORY,RAK,RAM,191,10,0,6,0
CDG,AGA,RAM,200,10,1,15,0
RAK,ORY,RAM,178,6,4,22,1
BCN,CMN,RAM,133,4,5,8,1
CMN,AMS,RAM,185,9,5,5,1
RAK,CDG,RAM,186,3,6,9,0
CMN,CDG,RAM,171,3,0,17,0
CMN,RAK,RAM,48,2,3,17,0
CMN,LYS,RAM,146,2,5,5,0
CDG,CMN,RAM,186,7,6,16,0
CDG,RAK,RAM,178,4,5,11,1
FEZ,MAD,IBE,134,4,5,18,0
RAK,CDG,RAM,177,7,3,15,0
CMN,LYS,RAM,161,6,6,6,0
ORY,RAK,RAM,190,5,4,14,0
RAK,CDG,RYR,178,12,2,13,0
STN,AGA,RYR,242,3,0,4,0
FEZ,ORY,RAM,153,8,5,10,1
AGA,LHR,RAM,190,12,4,18,0
CMN,CDG,RAM,167,1,0,17,0
CMN,CDG,RAM,177,8,5,16,1
CMN,TNG,RAM,46,11,0,5,0
CMN,LYS,RAM,146,1,2,19,0
CMN,JFK,RAM,466,9,2,7,1
AGA,ORY,RAM,186,10,6,21,0
RAK,STN,RYR,205,2,4,16,1
LHR,RAK,RAM,221,1,3,8,0
LHR,CMN,RAM,205,7,3,22,1
CMN,LHR,RAM,188,9,4,20,1
AGA,LHR,RAM,211,6,0,18,0
LHR,CMN,RAM,208,10,5,14,1
RAK,LHR,RAM,197,10,2,3,0
AGA,ORY,RAM,172,3,0,10,0
CMN,FEZ,RAM,50,2,6,6,0
RBA,MAD,RAM,104,5,5,16,1
CDG,RBA,RAM,168,4,4,20,0
CMN,TUN,RAM,102,10,3,19,1
FEZ,CMN,RAM,51,7,6,8,0
CDG,AGA,RAM,184,8,5,18,1
CMN,RAK,RAM,47,9,6,7,0
CMN,LHR,RAM,175,11,0,6,1
CDG,CMN,RAM,184,8,6,7,1
CDG,RAK,RAM,192,8,1,11,1
FEZ,BRU,RAM,175,9,3,6,0
RAK,CDG,RAM,170,8,4,12,1
CMN,RAK,RAM,47,11,6,17,0
CMN,BRU,RAM,185,2,4,20,0
CDG,CMN,RAM,179,5,2,6,0
STN,AGA,RYR,230,1,1,5,0
RAK,BCN,VLG,142,11,5,20,0
RAK,LHR,RAM,184,7,4,7,0
TNG,BCN,RYR,120,10,6,17,0
FEZ,BRU,RAM,193,8,1,17,1
CMN,IAD,RAM,443,2,0,17,1
TNG,MAD,RAM,108,2,0,12,1
CMN,ABJ,RAM,265,1,6,14,1
RAK,BCN,VLG,139,5,2,20,0
MAD,CMN,RAM,134,12,3,17,1
CMN,LYS,RAM,145,9,2,11,0
RAK,LHR,RAM,198,5,5,17,0
CMN,YUL,RAM,453,5,6,8,0
LHR,CMN,RAM,181,8,6,14,0
RAK,MAD,RAM,139,11,2,19,0
RAK,BCN,RAM,132,10,6,15,0
CMN,MAD,RAM,120,11,3,5,0
MAD,CMN,RAM,117,1,3,21,0
CMN,CDG,RAM,166,12,4,7,0
CMN,CDG,RAM,159,4,2,10,0
CMN,TUN,RAM,106,5,3,18,0
CMN,MAD,RAM,123,8,5,21,0
CMN,FEZ,RAM,52,10,6,17,0
CMN,BCN,RAM,122,5,6,21,1
CMN,LHR,RAM,197,9,6,18,1
RAK,CDG,RAM,172,12,1,20,0
MAD,CMN,RAM,126,7,3,8,0
CDG,CMN,RAM,167,7,2,17,1
AGA,STN,RYR,207,9,4,12,0
RAK,CDG,RYR,188,3,6,1,0
CDG,CMN,RAM,169,9,1,0,0
LHR,RAK,RAM,216,3,3,21,0
CDG,CMN,RAM,164,12,0,20,0
CMN,TUN,RAM,109,3,4,11,0
CMN,ALG,RAM,106,7,5,19,1
FEZ,BRU,RAM,189,10,6,7,1
AGA,ORY,RAM,181,5,4,9,1
CMN,RAK,RAM,45,7,2,13,1
CMN,MAD,RAM,111,2,5,7,0
RAK,ORY,RAM,161,9,6,6,0
CMN,CDG,RAM,175,2,4,7,1
FEZ,BRU,RAM,198,9,6,17,0
CMN,ALG,RAM,112,3,5,23,0
CMN,LHR,RAM,172,3,6,21,0
CMN,IAD,RAM,449,9,6,17,1
JFK,CMN,RAM,445,5,4,15,0
STN,AGA,RYR,211,5,2,15,0
LHR,CMN,RAM,204,5,3,21,0
RAK,CDG,RYR,171,8,5,20,1
CDG,FEZ,RAM,184,7,0,5,1
AGA,STN,RYR,206,2,2,20,1
CMN,AGA,RAM,54,8,6,14,0
CMN,CDG,RAM,163,9,1,19,0
CMN,TUN,RAM,116,3,6,15,0
CMN,CAI,RAM,200,4,5,6,0
CDG,CMN,RAM,181,10,6,18,0
FEZ,MAD,IBE,118,7,0,9,1
CDG,AGA,RAM,179,5,4,22,1
RAK,ORY,RAM,160,5,5,19,1
RAK,CDG,RAM,173,12,5,6,0
CMN,RAK,RAM,46,6,4,7,0
CMN,LYS,RAM,160,9,5,17,0
CMN,IAD,RAM,472,4,6,21,0
CMN,AGA,RAM,56,7,6,20,0
CDG,CMN,RAM,173,12,6,16,0
FEZ,CDG,RAM,158,2,4,18,0
AGA,LHR,RAM,196,2,5,20,0
RAK,CMN,RAM,47,8,4,14,1
CMN,LHR,RAM,184,1,5,19,1
AGA,CMN,RAM,58,7,4,22,1
CMN,CDG,RAM,173,7,3,15,1
CMN,DKR,RAM,199,4,1,0,0
CMN,LHR,RAM,189,8,4,23,1
CDG,CMN,RAM,188,8,1,15,0
AGA,CMN,RAM,55,2,6,17,1
AGA,ORY,RAM,182,8,3,15,1
RAK,BCN,RAM,135,11,1,15,0
LHR,CMN,RAM,201,6,6,17,1
RAK,ORY,RAM,161,1,2,16,1
CMN,IAD,RAM,418,7,6,12,0
CMN,JFK,RAM,463,1,4,7,0
RAK,BCN,VLG,146,11,5,18,1
CDG,FEZ,RAM,186,6,4,15,1
RAK,LHR,RAM,209,1,1,8,0
RAK,MAD,RAM,128,7,4,5,0
RAK,FCO,RYR,180,8,2,23,0
LHR,CMN,RAM,210,11,3,8,0
TNG,CDG,RAM,165,4,3,17,0
TNG,MAD,RAM,111,8,2,17,0
ORY,RAK,RAM,173,7,5,17,1
MAD,CMN,RAM,120,2,2,6,0
RAK,BCN,RAM,134,12,4,7,0
LHR,CMN,RAM,202,5,6,14,0
STN,AGA,RYR,225,9,1,17,1
CMN,YUL,RAM,417,10,2,16,0
CMN,YUL,RAM,470,9,4,19,1
CMN,AGA,RAM,55,2,5,19,0
CDG,RAK,RAM,190,6,5,11,0
CDG,FEZ,RAM,177,10,4,17,0
RAK,FCO,RYR,194,10,1,6,1
CMN,YUL,RAM,448,4,6,7,0
LHR,CMN,RAM,185,7,6,17,1
FEZ,ORY,RAM,167,10,5,17,0
STN,AGA,RYR,228,8,3,19,1
MAD,CMN,RAM,115,4,4,6,0
CMN,GVA,RAM,171,10,0,21,0
STN,AGA,RYR,215,10,6,7,1
CMN,TNG,RAM,46,12,6,8,1
TNG,MAD,RAM,109,10,6,10,1
CDG,AGA,RAM,199,8,4,9,1
RAK,CMN,RAM,44,7,3,7,0
CMN,JFK,RAM,450,12,4,7,1
CMN,CDG,RAM,172,12,0,12,1
CMN,IAD,RAM,450,7,3,18,1
AGA,CMN,RAM,54,9,1,13,1
CMN,RAK,RAM,47,5,5,18,0
CDG,CMN,RAM,175,4,1,9,1
RAK,BCN,RAM,139,11,6,19,0
CMN,LHR,RAM,184,1,5,13,1
CDG,FEZ,RAM,189,9,0,18,1
CMN,CAI,RAM,210,11,4,7,0
RAK,CMN,RAM,48,9,2,19,0
CDG,CMN,RAM,182,11,3,8,1
AGA,ORY,RAM,176,5,1,9,0
RAK,CDG,RAM,182,10,6,21,0
CMN,LYS,RAM,147,9,3,19,1
RAK,ORY,RAM,179,12,6,12,1
RAK,MAD,RAM,119,12,2,20,1
CMN,ABJ,RAM,247,2,2,20,0
RAK,FCO,RYR,195,3,3,15,0
AGA,CDG,RAM,195,12,5,17,0
CMN,LHR,RAM,186,8,6,7,1
RAK,STN,RYR,202,2,5,2,0
AGA,LHR,RAM,194,5,5,18,0
CMN,LHR,RAM,187,6,0,20,1
AGA,CDG,RAM,196,2,1,9,0
FEZ,ORY,RAM,169,8,0,15,0
TNG,CDG,RAM,142,12,4,18,0
CDG,CMN,RAM,170,9,4,15,0
CDG,AGA,RAM,198,11,3,10,0
FEZ,ORY,RAM,160,12,2,7,0
RAK,CDG,RAM,178,12,2,21,0
ORY,RAK,RAM,190,10,6,18,1
CMN,LYS,RAM,159,7,0,17,1
CMN,YUL,RAM,443,2,5,10,0
RAK,BCN,RAM,130,1,6,7,0
CMN,MAD,RAM,118,10,4,7,0
CMN,CAI,RAM,200,4,5,8,1
JFK,CMN,RAM,410,6,1,8,0
CMN,FRA,RAM,196,10,2,4,0
RAK,MAD,RAM,138,8,2,16,0
TNG,MAD,RAM,109,10,5,8,1
CMN,FRA,RAM,184,7,5,16,1
AGA,CDG,RAM,196,4,6,20,0
CMN,MRS,RAM,154,10,4,7,1
CMN,MAD,RAM,128,9,4,7,1
CMN,AGA,RAM,57,7,5,14,1
RAK,BCN,VLG,144,7,6,11,0
LHR,CMN,RAM,181,1,5,14,1
RAK,BCN,VLG,135,9,3,20,1
MAD,CMN,RAM,134,9,6,9,1
CMN,RAK,RAM,46,8,3,5,0
CMN,GVA,RAM,186,6,2,9,1
FEZ,BCN,VLG,130,1,5,6,1
CMN,BCN,RAM,136,8,5,20,0
RAK,CDG,RYR,169,9,4,7,0
RAK,CMN,RAM,43,6,5,18,0
JFK,CMN,RAM,453,6,5,17,1
CMN,LHR,RAM,170,3,4,21,1
ORY,RAK,RAM,180,8,0,9,0
MAD,CMN,RAM,121,10,5,9,0
AGA,ORY,RAM,173,8,5,18,0
RAK,STN,RYR,211,8,4,14,1
CMN,ABJ,RAM,266,11,0,5,0
AGA,LHR,RAM,187,12,0,20,0
CMN,FRA,RAM,194,9,0,18,1
RAK,CMN,RAM,42,3,3,18,1
CMN,ABJ,RAM,268,2,2,6,0
STN,AGA,RYR,238,10,5,7,1
CMN,MRS,RAM,145,8,5,20,0
AGA,LHR,RAM,198,4,6,9,1
CMN,CDG,RAM,174,4,6,6,0
JFK,CMN,RAM,444,1,0,6,1
CMN,LHR,RAM,183,7,5,19,0
RAK,LHR,RAM,195,2,4,12,0
RAK,LHR,RAM,187,6,3,0,0
CMN,TUN,RAM,104,4,2,18,0
CMN,TNG,RAM,50,9,5,17,0
CMN,FRA,RAM,204,1,5,12,0
CDG,FEZ,RAM,171,6,0,8,1
RAK,LHR,RAM,194,1,2,6,1
CMN,DKR,RAM,191,1,5,19,0
CMN,BCN,RAM,128,2,6,17,0
RAK,BCN,VLG,143,5,0,21,0
CMN,IAD,RAM,419,10,2,2,0
FEZ,MAD,IBE,134,7,3,10,1
AGA,CMN,RAM,50,3,6,17,0
CMN,FCO,RAM,170,6,0,19,0
LHR,CMN,RAM,182,12,3,7,0
CMN,YUL,RAM,480,6,4,19,0
LHR,RAK,RAM,213,12,4,8,0
JFK,CMN,RAM,443,12,1,19,1
AGA,CMN,RAM,55,6,6,15,1
STN,AGA,RYR,223,8,4,19,1
AGA,CMN,RAM,51,10,4,5,0
CMN,CAI,RAM,225,3,6,17,1
CMN,YUL,RAM,434,7,4,17,1
RAK,CDG,RAM,182,2,0,4,0
RAK,ORY,RAM,160,7,3,18,1
AGA,STN,RYR,206,3,5,7,1
CMN,RAK,RAM,43,10,2,6,1
LHR,RAK,RAM,192,8,0,6,1
JFK,CMN,RAM,418,8,0,13,0
CMN,IAD,RAM,468,4,3,20,1
CDG,AGA,RAM,185,8,0,9,0
RAK,CDG,RYR,184,9,3,13,0
RAK,MAD,RAM,131,5,4,3,0
CMN,BCN,RAM,127,12,0,16,1
RBA,MAD,RAM,118,6,2,10,1
FEZ,CDG,RAM,160,5,1,17,0
CMN,MAD,RAM,127,6,1,16,0
CMN,CAI,RAM,200,11,2,18,1
ORY,RAK,RAM,173,5,5,19,0
LHR,RAK,RAM,213,8,4,8,1
RAK,CDG,RAM,177,4,2,14,0
AGA,ORY,RAM,183,10,1,15,0
CDG,CMN,RAM,182,12,4,12,1
LHR,RAK,RAM,190,12,3,11,1
CMN,LYS,RAM,152,2,3,22,1
CMN,LHR,RAM,180,10,2,6,0
LHR,RAK,RAM,191,8,5,6,0
MAD,CMN,RAM,115,9,4,16,0
CMN,MRS,RAM,139,6,6,8,1
RAK,BCN,RAM,144,5,2,23,0
AGA,CMN,RAM,53,6,4,5,0
CDG,AGA,RAM,189,12,0,18,1
CMN,JFK,RAM,451,3,5,18,1
CMN,NBO,RAM,433,12,3,18,1
RAK,CDG,RAM,181,7,6,17,1
CMN,MAD,RAM,115,8,5,5,1
CMN,MAD,RAM,113,2,6,10,0
CMN,MAD,RAM,120,10,4,6,1
RAK,ORY,RAM,158,2,4,17,0
AGA,CDG,RAM,197,9,0,8,0
RAK,STN,RYR,188,8,0,15,1
CMN,TNG,RAM,48,12,1,23,0
LHR,CMN,RAM,183,11,0,5,1
CMN,OUD,RAM,67,6,6,21,1
LHR,RAK,RAM,197,11,3,13,1
CMN,AMS,RAM,197,2,1,15,0
CMN,AGA,RAM,51,5,3,19,0
LHR,RAK,RAM,207,12,3,18,0
CMN,ABJ,RAM,285,7,1,3,0
CMN,AMS,RAM,184,5,5,15,0
CMN,LYS,RAM,154,3,0,22,0
CMN,TNG,RAM,48,6,5,14,1
CMN,YUL,RAM,480,12,6,21,1
CMN,TNG,RAM,47,12,1,7,0
CMN,IAD,RAM,447,8,0,18,0
CMN,BRU,RAM,181,2,4,16,0
MAD,CMN,RAM,130,6,4,6,1
RAK,CDG,RAM,166,7,3,6,0
CMN,FRA,RAM,177,9,3,18,0
CDG,AGA,RAM,182,12,3,6,0
CMN,FRA,RAM,199,12,1,17,1
TNG,CDG,RAM,153,6,3,20,1
TNG,CDG,RAM,146,11,6,9,1
CMN,JFK,RAM,454,10,2,8,1
AGA,STN,RYR,207,8,6,15,0
RBA,CDG,RAM,153,8,1,21,0
RAK,STN,RYR,207,12,4,5,1
CMN,ALG,RAM,112,6,5,20,0
RAK,LHR,RAM,182,6,1,7,0
FEZ,CDG,RAM,165,7,4,12,0
JFK,CMN,RAM,409,9,5,19,0
CMN,IAD,RAM,422,7,1,16,1
CMN,MAD,RAM,120,8,4,8,0
RAK,CDG,RAM,167,6,4,6,0
CMN,LHR,RAM,173,2,2,17,0
CMN,IAD,RAM,426,8,1,19,1
CMN,CAI,RAM,207,8,6,14,1
CMN,MRS,RAM,154,5,3,17,1
LHR,CMN,RAM,208,8,5,15,1
RAK,ORY,RAM,164,8,5,18,1
CDG,RBA,RAM,163,6,4,21,1
CMN,DKR,RAM,192,9,6,11,0
CMN,FRA,RAM,193,8,1,18,1
CMN,JFK,RAM,438,2,6,22,1
CDG,RBA,RAM,178,7,4,8,1
RAK,ORY,RAM,166,11,6,21,1
CMN,MAD,RAM,125,10,2,12,0
AGA,LHR,RAM,208,3,0,4,1
CMN,MAD,RAM,116,12,1,8,0
CDG,CMN,RAM,188,4,3,20,1
CMN,MRS,RAM,154,5,5,15,1
MAD,CMN,RAM,115,4,1,21,0
STN,RAK,RYR,202,9,6,15,1
RAK,MAD,RAM,131,7,3,0,0
AGA,ORY,RAM,172,8,4,18,1
RAK,BCN,RAM,137,9,0,13,0
CDG,RAK,RAM,190,8,4,5,1
RAK,ORY,RAM,166,5,5,8,1
RAK,LHR,RAM,192,12,4,6,0
CDG,CMN,RAM,178,8,5,13,1
CDG,AGA,RAM,182,9,4,9,1
AGA,CMN,RAM,53,3,6,7,0
CDG,RAK,RAM,177,6,3,17,1
CDG,RAK,RAM,190,10,3,22,1
CDG,CMN,RAM,161,5,3,22,0
CMN,RAK,RAM,45,9,2,11,1
FEZ,CMN,RAM,47,7,3,8,0
FEZ,MAD,IBE,125,10,4,17,1
LHR,CMN,RAM,189,9,4,11,1
RAK,CMN,RAM,43,4,2,19,1
CMN,CDG,RAM,176,3,3,11,0
RAK,LHR,RAM,190,6,4,16,0
RAK,BCN,RAM,129,4,6,23,1
TNG,CDG,RAM,153,5,4,6,0
AGA,STN,RYR,218,2,3,9,0
FEZ,ORY,RAM,175,7,3,5,1
CDG,RBA,RAM,168,8,6,22,1
RAK,MAD,RAM,131,5,6,14,1
FEZ,CDG,RAM,169,9,6,10,1
CMN,LHR,RAM,175,8,0,21,1
RAK,LHR,RAM,181,2,2,13,1
CMN,CDG,RAM,171,10,4,0,0
RAK,CMN,RAM,45,2,5,15,0
AGA,CMN,RAM,57,7,6,5,0
CMN,LHR,RAM,197,11,3,23,0
RAK,ORY,RAM,180,12,6,21,0
CMN,IAD,RAM,439,6,6,18,1
CMN,DKR,RAM,191,1,0,17,1
RAK,LHR,RAM,201,8,6,4,1
LHR,CMN,RAM,180,12,6,8,0
MAD,CMN,RAM,129,8,3,12,1
RAK,STN,RYR,184,4,2,19,1
CMN,CDG,RAM,155,7,2,6,0
STN,RAK,RYR,222,7,1,18,1
CMN,IAD,RAM,422,9,6,16,1
TNG,CDG,RAM,147,11,4,14,1
STN,RAK,RYR,195,11,3,21,1
AGA,LHR,RAM,203,11,2,17,1
LHR,CMN,RAM,199,11,0,8,0
CMN,LYS,RAM,157,6,3,13,1
CMN,NDR,RAM,65,6,1,17,0
RAK,LHR,RAM,186,7,0,5,0
CMN,TUN,RAM,101,9,2,6,0
RBA,MAD,RAM,112,1,2,21,0
CDG,CMN,RAM,188,6,4,8,1
ORY,RAK,RAM,176,2,3,10,1
BCN,CMN,RAM,139,8,0,6,1
CMN,CAI,RAM,224,5,5,7,1
CMN,BCN,RAM,123,2,4,6,1
CDG,CMN,RAM,173,2,0,18,1
CDG,RAK,RAM,194,11,6,15,0
CDG,FEZ,RAM,167,11,4,9,1
CMN,AGA,RAM,56,9,6,8,1
RAK,BCN,VLG,144,5,3,3,0
CMN,LOS,RAM,322,7,0,16,1
STN,AGA,RYR,213,12,1,7,0
RAK,BCN,RAM,150,11,5,7,0
CMN,CAI,RAM,210,9,6,19,0
MAD,CMN,RAM,128,10,1,5,1
FEZ,ORY,RAM,166,1,2,18,0
RAK,BCN,RAM,149,9,0,8,1
AGA,CMN,RAM,52,7,0,17,0
FEZ,ORY,RAM,176,3,4,6,0
CDG,RAK,RAM,192,12,3,15,1
AGA,STN,RYR,217,11,4,13,1
LHR,RAK,RAM,198,11,4,13,0
CMN,LHR,RAM,199,6,3,8,1
RAK,ORY,RAM,162,4,6,6,1
CDG,RBA,RAM,170,8,1,19,1
RBA,CDG,RAM,150,7,6,7,0
RAK,CDG,RYR,184,9,6,12,1
CMN,NBO,RAM,420,6,0,3,1
CMN,CDG,RAM,157,12,4,7,0
CMN,YUL,RAM,475,12,4,6,1
CMN,OUD,RAM,59,10,6,17,1
AGA,ORY,RAM,173,5,5,18,1
AGA,LHR,RAM,191,3,6,20,1
STN,AGA,RYR,227,6,2,4,0
RAK,BCN,VLG,142,6,4,20,1
RAK,STN,RYR,196,10,6,10,0
LHR,RAK,RAM,220,1,4,21,1
RAK,LHR,RAM,193,2,1,12,0
RBA,MAD,RAM,110,5,5,1,1
RAK,CDG,RAM,175,3,4,14,1
TNG,MAD,RAM,98,6,4,16,1
TNG,MAD,RAM,107,4,5,16,1
STN,AGA,RYR,230,12,1,21,0
CDG,CMN,RAM,183,7,6,12,0
CMN,MAD,RAM,127,8,5,14,1
CMN,YUL,RAM,482,10,4,23,1
TNG,BCN,RYR,132,7,4,2,1
RBA,MAD,RAM,104,6,1,17,1
CDG,CMN,RAM,171,8,0,18,1
CMN,IAD,RAM,410,3,5,16,1
TNG,BCN,RYR,130,10,6,15,0
CMN,GVA,RAM,173,8,5,10,1
CMN,TNG,RAM,49,12,3,17,0
RAK,MAD,RAM,139,9,5,8,1
CMN,AGA,RAM,51,5,0,21,1
CDG,RAK,RAM,173,10,6,21,1
CMN,IAD,RAM,470,2,3,14,0
CMN,ALG,RAM,108,2,5,16,0
CMN,RAK,RAM,44,11,6,23,0
CMN,IAD,RAM,475,3,3,16,0
AGA,CDG,RAM,194,2,5,20,1
LHR,RAK,RAM,203,12,3,7,0
CMN,AGA,RAM,57,6,1,11,1
CMN,MAD,RAM,121,9,5,16,1
CDG,RAK,RAM,188,9,1,21,0
LHR,CMN,RAM,206,5,2,4,1
RAK,STN,RYR,204,2,3,19,1
RAK,CDG,RAM,173,3,3,17,0
CDG,CMN,RAM,188,6,2,11,0
TNG,BCN,RYR,135,12,0,18,0
CMN,NBO,RAM,389,6,2,16,1
RAK,MAD,RAM,132,11,4,13,0
RAK,CDG,RAM,188,10,0,5,1
RAK,MAD,RAM,131,7,2,11,1
CMN,CDG,RAM,153,2,4,9,0
FEZ,MAD,IBE,125,9,4,18,0
CMN,IAD,RAM,425,9,6,22,1
AGA,ORY,RAM,179,7,2,18,1
CDG,CMN,RAM,179,7,2,12,1
RAK,ORY,RAM,171,1,3,16,0
RAK,CMN,RAM,45,6,5,6,0
RAK,CDG,RAM,173,6,1,13,0
CMN,BCN,RAM,136,3,0,12,1
LHR,CMN,RAM,204,4,2,17,0
RBA,CDG,RAM,149,4,4,22,1
CMN,FRA,RAM,197,7,0,15,0
AGA,CMN,RAM,55,2,5,17,1
CMN,GVA,RAM,183,7,2,9,1
RAK,MAD,RAM,137,5,1,10,0
LHR,RAK,RAM,210,7,5,19,0
CDG,CMN,RAM,186,7,6,7,0
RAK,ORY,RAM,176,10,0,10,1
AGA,CDG,RAM,190,6,5,19,1
AGA,STN,RYR,202,10,2,16,0
RAK,ORY,RAM,169,2,4,21,1
FEZ,MAD,IBE,127,1,4,17,0
AGA,STN,RYR,218,3,6,9,0
MAD,CMN,RAM,119,7,5,5,0
RAK,CDG,RAM,178,10,3,21,0
CMN,MAD,RAM,122,12,5,15,0
CMN,MAD,RAM,119,4,3,14,0
AGA,LHR,RAM,214,5,0,7,0
RAK,ORY,RAM,175,4,1,15,0
STN,RAK,RYR,226,5,2,6,0
AGA,ORY,RAM,171,6,3,18,1
CMN,JFK,RAM,454,8,2,20,0
RAK,CDG,RAM,180,7,5,22,0
STN,RAK,RYR,216,1,0,9,1
CMN,LHR,RAM,195,7,5,7,0
TNG,CDG,RAM,158,10,5,7,1
CMN,ABJ,RAM,255,8,4,5,1
AGA,CDG,RAM,177,8,6,19,0
CMN,NDR,RAM,72,2,0,12,0
RAK,MAD,RAM,129,7,0,7,0
CMN,AMS,RAM,180,4,2,14,0
CMN,AMS,RAM,206,10,3,7,0
CDG,CMN,RAM,184,1,5,20,1
STN,AGA,RYR,228,8,6,5,1
JFK,CMN,RAM,392,3,0,4,0
MAD,CMN,RAM,131,7,5,20,0
AGA,LHR,RAM,195,1,0,18,1
CMN,YUL,RAM,476,7,5,13,1
STN,RAK,RYR,196,8,2,18,1
CDG,RAK,RAM,180,5,6,5,0
CMN,IAD,RAM,404,12,4,18,1
RAK,MAD,RAM,138,6,4,7,0
CMN,YUL,RAM,477,5,5,20,1
